#{"t_start": 1785076191.0499036, "env_id": "None"}
r,l,t
-311.5,108,0.174997
-106.95,81,0.327
-247.15,80,0.447999
-208.4,91,0.562994
-169.15,104,0.707002
-319.8,83,0.845
-223.1,86,0.982994
-104.5,97,1.100485
-218.8,102,1.245191
-240.4,84,1.349195
-227.9,88,1.469194
-183.75,93,1.604193
-91.3,94,1.736197
-251.35,74,1.823194
5.5,79,1.926189
-263.3,78,2.036193
-209.0,75,2.139194
-144.55,79,2.238194
-152.65,81,2.348191
-195.85,75,2.432194
-11.45,82,2.568197
-123.95,68,2.661191
-181.7,93,2.776201
-126.9,85,2.882195
-322.75,95,3.010191
-140.85,71,3.117193
-164.6,92,3.243189
-167.3,96,3.369192
40.65,74,3.48219
-129.65,95,3.617203
-15.2,91,3.73219
-89.9,76,3.840194
-219.25,91,3.976193
4.45,87,4.088194
-133.1,75,4.196209
19.8,77,4.299371
54.5,99,4.449379
-88.4,76,4.545369
-19.05,84,4.655373
45.6,77,4.763372
-10.6,71,4.878368
-21.15,95,5.000379
46.9,64,5.087388
16.3,103,5.228384
-109.45,96,5.498372
-127.8,83,5.601379
-117.2,93,5.726373
136.0,70,5.821373
-139.75,86,5.952372
131.55,81,6.069373
7.45,83,6.188387
83.5,84,6.308375
58.85,82,6.437372
-44.35,69,6.526368
-38.95,82,6.656374
98.3,83,6.77937
-12.35,86,6.913373
-29.55,71,7.022372
82.55,82,7.1345
-14.55,87,7.257552
150.45,74,7.38955
133.8,73,7.497554
9.05,64,7.584547
115.85,90,7.710544
12.5,95,7.869546
-61.6,69,7.960543
170.5,74,8.067543
147.7,59,8.157547
48.9,99,8.314551
58.85,80,8.427546
185.3,96,8.56655
14.5,97,8.706547
38.4,80,8.827544
87.8,106,8.983548
203.9,79,9.113549
76.35,91,9.236543
6.45,70,9.349548
252.3,75,9.45155
116.8,70,9.564548
47.5,73,9.679543
67.25,93,9.834553
107.2,77,9.943545
213.95,84,10.115547
23.4,63,10.265817
169.9,82,10.418812
182.1,80,10.557814
77.2,83,10.681812
365.25,71,10.785815
190.45,97,11.056822
278.9,79,11.210813
204.05,113,11.384812
-49.8,89,11.507822
121.75,78,11.667814
98.95,68,11.764815
196.35,89,11.896811
234.7,108,12.047816
278.6,78,12.181813
96.35,84,12.307816
168.2,62,12.414821
147.45,76,12.520822
222.45,97,12.669818
261.35,70,12.781819
298.55,70,12.890815
272.55,79,13.000815
120.9,88,13.148888
240.35,95,13.285939
104.2,82,13.411937
134.4,69,13.513936
329.35,80,13.648937
203.85,82,13.768938
302.9,65,13.879938
76.3,66,13.984938
216.75,73,14.108943
350.25,92,14.243942
284.3,77,14.352935
249.0,72,14.47494
102.15,88,14.628938
249.35,103,14.773941
215.45,95,14.930937
250.35,80,15.050935
218.15,85,15.186943
270.85,82,15.30494
344.0,86,15.449938
228.8,84,15.567939
330.35,62,15.680934
346.7,71,15.784944
222.7,72,15.90394
223.25,79,16.030936
254.4,84,16.183939
288.2,88,16.308454
