#{"t_start": 1785075927.0092022, "env_id": "None"}
r,l,t
-165.0,101,0.045002
-242.95,87,0.237999
-326.1,81,0.352015
-215.4,91,0.458008
-240.65,74,0.566003
-311.35,83,0.667011
-108.65,79,0.777004
-252.5,73,0.864008
-261.0,91,0.992007
-80.7,98,1.121004
-216.15,72,1.227005
-112.65,72,1.317004
-199.2,99,1.452002
-213.05,88,1.702005
-227.8,90,1.817009
-145.15,70,1.902018
-162.2,84,2.023003
-217.95,94,2.152112
-196.85,86,2.268178
-103.2,89,2.378179
-157.55,89,2.498184
-123.55,86,2.601175
-143.65,85,2.72118
-91.45,97,2.857178
-90.65,86,2.97918
-185.2,74,3.07318
-47.45,96,3.202183
-240.25,86,3.316178
55.9,65,3.413174
126.5,71,3.501178
-72.75,82,3.594179
-24.65,83,3.69618
-83.55,84,3.842178
85.55,97,3.968184
1.95,66,4.048182
-17.75,99,4.169178
62.45,81,4.303174
-27.5,97,4.431174
188.75,92,4.553179
263.25,82,4.661179
149.3,83,4.783181
33.9,91,4.915184
90.15,102,5.046184
128.65,78,5.15518
-18.45,70,5.275179
67.0,78,5.39366
-21.1,64,5.480664
87.3,69,5.572664
128.75,99,5.72966
-62.8,70,5.830667
161.55,74,5.947663
37.95,90,6.071664
91.55,84,6.212661
26.55,79,6.320664
313.8,90,6.458661
242.5,76,6.570669
161.15,75,6.690664
161.9,74,6.793665
185.05,76,6.917669
168.55,95,7.05667
101.6,90,7.198664
208.45,62,7.442668
179.7,76,7.553664
313.35,102,7.697662
211.05,60,7.793664
151.55,84,7.936665
161.6,100,8.066664
172.4,93,8.212796
206.35,85,8.350796
273.9,88,8.470799
253.9,90,8.609796
302.15,78,8.737795
249.2,68,8.853799
194.15,78,8.976796
319.4,63,9.082795
287.3,77,9.196797
177.7,103,9.359801
209.6,69,9.473798
306.95,69,9.575797
149.05,85,9.699799
324.3,85,9.836796
372.2,83,9.970796
368.6,104,10.122798
378.75,86,10.274797
287.0,85,10.412801
329.75,87,10.603798
255.8,83,10.740798
336.6,80,10.855807
362.4,58,10.954797
320.3,66,11.054796
341.9,75,11.183796
299.65,82,11.302322
395.95,73,11.426325
249.05,81,11.568319
278.3,90,11.704322
296.3,88,11.832325
365.85,77,11.97032
302.95,70,12.098317
403.3,88,12.241323
351.4,66,12.330321
349.8,72,12.469321
356.4,71,12.578325
408.55,76,12.698323
352.8,93,12.842326
318.75,75,13.114321
426.35,62,13.208322
352.0,80,13.33832
429.4,81,13.467322
370.6,70,13.591323
455.75,70,13.713317
425.1,85,13.842325
459.7,89,13.98332
462.45,92,14.159334
434.25,80,14.295104
446.8,93,14.442109
444.85,79,14.569098
437.75,97,14.731121
442.3,73,14.858104
460.7,96,15.00413
499.35,73,15.134104
480.0,70,15.293103
439.35,80,15.420103
500.0,90,15.574106
445.4,85,15.722103
450.0,92,15.870103
459.75,81,16.020101
474.2,89,16.168107
477.1,72,16.282104
427.0,78,16.415121
426.45,103,16.580104
475.4,78,16.706104
411.05,80,16.826106
443.0,92,16.990103
464.05,86,17.138105
453.05,86,17.2801
436.0,68,17.382235
455.8,70,17.51223
482.4,91,17.66323
458.8,83,17.800229
453.7,71,17.909233
471.25,78,18.050231
455.2,76,18.177228
460.2,87,18.330228
499.35,74,18.441232
500.0,92,18.61723
466.95,92,18.77323
436.05,87,18.903228
435.25,82,19.160231
495.55,72,19.30023
438.45,71,19.416234
468.35,89,19.54723
419.1,73,19.677225
484.3,89,19.843229
462.05,84,19.97923
468.75,77,20.103234
437.0,91,20.27034
468.1,93,20.438339
436.45,80,20.563344
428.65,63,20.658341
460.25,66,20.75934
482.0,83,20.912343
439.7,94,21.059345
476.15,89,21.207343
485.05,82,21.353344
468.0,85,21.632338
450.45,85,21.84334
432.8,84,22.044339
429.0,77,22.22134
482.2,60,22.367343
458.65,83,22.520337
423.0,96,22.684344
495.7,83,22.821336
457.0,91,23.001338
426.65,71,23.120336
489.65,64,23.23134
471.1,82,23.37687
462.95,93,23.535882
486.5,85,23.669873
472.7,95,23.817869
460.0,90,23.960874
436.75,71,24.090874
385.2,61,24.185874
379.75,86,24.32788
490.45,79,24.466875
397.4,64,24.594874
446.65,73,24.70788
474.7,79,24.836874
482.0,95,24.992873
468.5,76,25.298875
464.4,90,25.433875
458.25,85,25.591878
468.0,87,25.723878
399.8,95,25.896873
477.75,86,26.040876
402.0,80,26.175877
468.0,90,26.315593
427.8,97,26.484602
449.5,91,26.641596
490.8,91,26.795598
500.0,87,26.923595
477.55,88,27.096594
480.0,72,27.227594
477.4,93,27.365594
438.05,77,27.479594
455.0,107,27.679594
436.55,75,27.808598
451.0,93,27.944598
449.4,74,28.063596
440.1,84,28.225595
473.35,90,28.371594
460.85,85,28.50259
455.65,62,28.604601
459.0,94,28.770593
445.85,82,28.914599
419.45,79,29.033597
467.55,81,29.176593
499.35,93,29.343572
450.55,86,29.4831
444.2,69,29.594097
447.1,71,29.707098
429.15,97,29.879095
469.0,85,30.018099
426.9,92,30.182101
442.85,88,30.337095
438.05,86,30.482094
478.1,73,30.607093
482.4,71,30.715095
435.0,80,30.839101
437.9,71,30.970094
467.7,104,31.291093
479.4,77,31.420092
433.1,105,31.580098
483.75,83,31.734094
454.4,87,31.873099
495.4,85,32.005093
460.0,101,32.169097
456.85,85,32.322384
481.4,88,32.468394
464.25,90,32.619384
463.4,79,32.745379
402.55,77,32.878386
411.9,73,32.993387
422.4,92,33.170388
446.05,80,33.298384
480.25,77,33.442385
491.25,72,33.552383
455.0,90,33.703383
470.45,90,33.845385
473.55,74,33.978388
469.0,78,34.11338
487.0,67,34.246385
467.0,84,34.374382
496.1,101,34.557387
452.0,81,34.691386
453.65,94,34.834383
481.9,86,34.963389
477.4,83,35.103384
470.4,80,35.249382
466.15,80,35.375886
476.5,91,35.52689
445.1,87,35.679888
487.0,68,35.786883
495.4,87,35.925889
485.7,71,36.035889
470.05,88,36.210886
500.0,80,36.339886
442.1,79,36.468889
459.05,91,36.615886
480.1,65,36.733887
421.6,67,36.843887
453.45,81,36.975887
486.5,82,37.110893
478.4,80,37.392885
424.0,70,37.499898
495.7,88,37.629892
451.2,87,37.771885
482.4,82,37.927887
457.9,68,38.035887
487.0,76,38.160886
456.15,86,38.304967
469.4,76,38.44697
423.5,69,38.558969
482.4,72,38.675967
435.15,77,38.804967
457.4,89,38.996968
492.8,72,39.108971
467.05,69,39.219964
462.4,94,39.371969
446.1,76,39.514966
445.35,83,39.655968
451.6,75,39.770969
475.4,84,39.920967
440.1,91,40.082968
497.4,82,40.22497
467.25,66,40.326967
438.0,75,40.464969
449.55,103,40.646975
474.0,99,40.81097
474.0,70,40.917968
472.05,77,41.059968
482.0,78,41.207973
396.45,68,41.32597
483.75,70,41.436212
445.7,67,41.550207
467.0,99,41.728205
423.4,97,41.878208
462.4,86,42.028208
478.1,81,42.166213
423.65,89,42.313208
416.05,72,42.437207
482.4,68,42.562208
477.55,68,42.671212
480.0,83,42.817208
459.35,94,43.113209
474.0,110,43.280212
486.35,103,43.432204
495.4,87,43.613208
465.35,77,43.735206
439.4,94,43.872203
492.8,76,43.989206
482.4,83,44.164211
435.65,83,44.304314
499.35,103,44.458318
433.35,87,44.604316
467.05,82,44.752317
482.4,99,44.908318
500.0,88,45.04332
452.95,66,45.161322
491.55,69,45.302319
441.75,95,45.456315
485.05,101,45.612318
499.35,91,45.760317
343.5,86,45.905321
477.6,83,46.037315
437.6,80,46.172316
453.05,101,46.33332
478.1,80,46.473316
486.35,79,46.610323
498.05,91,46.761317
469.7,84,46.898317
464.55,82,47.079318
441.6,76,47.252316
491.5,92,47.435838
467.0,71,47.576839
402.45,89,47.804839
485.05,78,47.962841
459.35,63,48.090842
481.35,78,48.248841
462.9,79,48.440841
457.9,66,48.568839
