#{"t_start": 1785075837.3563552, "env_id": "None"}
r,l,t
-266.05,87,0.043003
-218.05,80,0.127002
-261.8,90,0.393997
-237.85,73,0.507005
-288.85,75,0.643002
-186.7,91,0.762002
-279.3,81,0.877998
-263.85,83,0.976002
-301.15,99,1.153002
-283.8,81,1.253
-252.1,87,1.377002
-241.2,102,1.519015
-101.25,88,1.677085
42.4,83,1.78409
20.05,79,1.907087
75.2,96,2.034084
22.95,78,2.182088
63.45,87,2.31209
-21.55,92,2.451082
97.75,87,2.648086
101.9,100,2.903085
101.1,94,3.038085
82.25,91,3.169084
21.7,167,3.414085
226.75,137,3.664089
229.65,116,3.852087
354.65,123,4.038084
287.35,144,4.284084
340.6,151,4.543085
479.2,87,4.68662
350.7,110,4.871618
376.3,101,5.035621
431.4,79,5.17862
408.1,129,5.393617
438.8,70,5.509624
412.95,82,5.642618
271.1,80,5.795623
434.0,78,5.93462
403.85,76,6.05062
408.2,67,6.157619
339.05,95,6.328619
435.0,73,6.446619
258.7,65,6.556622
340.35,70,6.668619
397.8,96,6.977624
421.0,74,7.09462
381.3,89,7.231621
473.65,64,7.338625
462.55,85,7.502168
416.0,101,7.666735
473.5,62,7.77074
482.55,80,7.909736
448.75,86,8.070735
475.55,83,8.20174
448.85,71,8.319736
467.2,60,8.42673
474.75,82,8.582738
453.65,76,8.70074
459.0,70,8.821735
493.6,80,8.962739
462.85,68,9.091739
478.05,94,9.253738
402.1,86,9.39274
468.0,88,9.522737
473.65,71,9.655737
427.5,73,9.791734
446.7,78,9.925735
448.0,83,10.05074
454.05,77,10.191737
436.4,69,10.298734
468.5,62,10.41174
454.6,79,10.546737
435.2,90,10.716974
416.35,67,10.821974
465.25,73,10.958971
458.3,71,11.059973
499.35,69,11.200973
449.4,84,11.333976
429.4,95,11.484969
445.65,71,11.599969
460.2,128,11.83597
461.0,69,11.968968
482.55,88,12.101969
486.65,86,12.23697
411.0,75,12.36897
411.25,70,12.624973
472.25,70,12.735974
440.1,66,12.857972
410.4,90,13.033969
473.5,84,13.173968
498.7,74,13.29397
438.1,119,13.46697
461.0,81,13.61859
498.7,63,13.725594
457.55,80,13.85659
429.55,92,14.006593
454.0,88,14.174596
472.35,82,14.292592
452.7,86,14.433594
487.0,85,14.55559
459.95,84,14.722593
477.75,100,14.898598
460.15,83,15.028593
453.35,85,15.162597
486.35,74,15.294598
460.25,73,15.428591
500.0,104,15.582596
466.35,80,15.721593
490.15,73,15.852593
455.0,66,15.956596
467.25,81,16.096595
457.4,70,16.218589
438.2,76,16.354593
449.8,81,16.479595
454.0,86,16.613596
482.4,67,16.736127
441.65,93,16.904121
438.35,85,17.040121
487.0,90,17.201119
442.65,76,17.31512
450.25,76,17.452121
485.35,87,17.59812
445.35,95,17.768121
482.4,94,17.921126
480.0,85,18.073122
438.1,66,18.190121
500.0,99,18.339125
464.4,82,18.469125
484.4,83,18.779119
