#{"t_start": 1785075661.5620866, "env_id": "None"}
r,l,t
-128.35,78,0.036996
-90.4,85,0.144995
-304.2,83,0.449002
-181.25,80,0.638993
-230.9,84,0.752997
-208.85,86,0.867997
-162.35,76,0.963997
-37.8,80,1.074997
-57.15,77,1.190995
-10.0,86,1.294
-37.75,71,1.386997
-176.5,95,1.520001
-211.65,61,1.622996
-173.2,69,1.719002
-69.3,70,1.807014
-98.1,98,1.919001
-31.1,79,2.048997
68.9,75,2.152994
-13.9,64,2.242012
206.7,67,2.333997
9.55,111,2.497003
126.8,89,2.629997
130.45,87,2.741996
176.7,70,2.849108
130.95,92,2.982106
223.05,79,3.102113
149.35,82,3.224112
129.3,70,3.32111
162.6,85,3.456107
48.6,72,3.573107
85.85,80,3.693111
194.85,86,3.816109
125.2,77,3.937108
213.3,89,4.058106
68.75,87,4.180109
211.25,65,4.278103
127.15,91,4.423106
124.85,66,4.51711
145.15,97,4.679108
248.95,86,4.808107
289.4,128,5.010109
253.65,69,5.11111
315.25,101,5.265108
398.5,72,5.375107
415.7,62,5.482107
301.3,91,5.621107
391.45,91,5.90711
350.25,79,6.024631
230.35,78,6.155633
311.65,81,6.301631
322.2,76,6.418631
283.8,75,6.535626
395.2,95,6.706627
449.1,76,6.84263
431.8,66,6.944635
399.55,75,7.059634
423.2,82,7.217632
440.4,78,7.340631
442.0,110,7.528638
444.7,72,7.649635
443.4,91,7.81663
443.15,100,7.994632
442.15,73,8.108634
500.0,77,8.229632
474.0,79,8.373636
470.15,75,8.496634
456.2,85,8.649636
482.0,73,8.758635
499.35,86,8.919831
466.75,67,9.022833
495.55,84,9.169834
469.4,77,9.304835
449.4,82,9.47687
449.25,78,9.645831
478.1,85,9.822832
439.7,82,9.995837
464.75,82,10.183833
474.0,89,10.344831
482.55,67,10.480835
484.7,82,10.658833
495.4,77,10.820831
498.05,73,10.967835
471.1,108,11.174835
462.6,62,11.291838
470.8,82,11.460832
480.05,74,11.619837
466.65,69,11.77083
468.9,91,12.089169
398.05,66,12.245172
474.8,84,12.375175
487.0,101,12.544177
493.6,70,12.661175
477.7,73,12.789175
445.4,88,12.937186
469.0,91,13.086171
466.05,71,13.214173
475.2,73,13.346172
467.0,79,13.469172
450.95,85,13.611171
498.05,71,13.727175
474.0,86,13.887176
453.3,71,14.000175
430.75,80,14.12517
487.0,91,14.281173
487.0,81,14.428171
386.2,73,14.558172
435.05,79,14.704172
496.1,82,14.838202
433.4,95,15.00691
450.05,77,15.129912
462.45,81,15.26891
487.0,83,15.406905
441.0,92,15.571911
464.8,83,15.725911
400.65,89,15.870911
433.7,68,15.975907
470.8,74,16.10891
471.85,69,16.219927
463.55,86,16.360909
450.2,72,16.481914
482.0,73,16.628912
406.6,93,16.782913
485.7,69,16.915914
441.65,90,17.113908
426.85,85,17.314908
405.35,75,17.47791
467.05,73,17.636909
468.1,82,17.936913
475.55,76,18.131215
459.45,86,18.315206
463.45,82,18.49421
477.55,69,18.66321
446.35,93,18.91121
500.0,102,19.146209
482.85,89,19.303209
468.0,67,19.413206
487.0,78,19.581209
494.1,86,19.722205
454.55,80,19.836208
480.25,77,19.960213
446.0,110,20.17321
468.65,84,20.309209
474.0,94,20.459209
463.15,102,20.621208
473.35,82,20.775208
410.4,81,20.909359
487.0,94,21.049357
467.35,92,21.199359
487.0,54,21.312356
487.0,78,21.432362
459.3,75,21.554359
454.0,89,21.703357
486.35,83,21.860358
447.35,72,21.972365
500.0,99,22.24336
474.0,70,22.39136
424.7,79,22.540361
472.0,66,22.661358
435.7,79,22.798361
500.0,86,22.936359
475.0,82,23.088355
464.3,72,23.199364
403.55,91,23.367359
437.95,72,23.486363
451.55,98,23.661359
453.05,75,23.797362
430.15,75,24.048876
442.4,93,24.197878
464.45,81,24.355879
498.7,94,24.50588
478.1,71,24.620877
480.0,61,24.715892
468.0,99,24.890884
451.95,83,25.029879
466.0,66,25.135878
437.0,83,25.280879
442.4,71,25.404878
442.35,84,25.556875
465.75,74,25.68388
473.35,87,25.824883
451.4,88,25.976879
447.35,77,26.100878
445.05,96,26.259876
481.35,101,26.424878
416.6,81,26.587878
482.55,90,26.748892
454.8,93,26.901616
482.0,67,27.018138
467.35,79,27.173139
442.0,91,27.324144
453.15,59,27.411143
462.0,75,27.530143
493.9,96,27.716137
442.4,90,27.872138
427.0,81,27.997138
488.85,80,28.120139
435.35,67,28.244141
436.0,77,28.37814
460.0,76,28.498141
477.6,87,28.644141
461.0,90,28.814141
458.0,76,28.940144
469.0,89,29.08414
500.0,75,29.214139
402.4,84,29.501142
474.0,111,29.698142
495.55,84,29.83914
487.0,85,29.965141
500.0,79,30.109678
494.25,72,30.244678
500.0,70,30.358676
447.0,84,30.496678
394.9,73,30.643678
375.65,74,30.754679
425.1,95,30.91868
495.4,72,31.040682
433.1,61,31.155678
482.4,100,31.314678
423.35,67,31.43068
459.95,76,31.560678
457.35,71,31.70169
461.0,71,31.809683
448.0,98,31.98268
482.85,82,32.118679
459.7,96,32.281682
493.6,67,32.411682
470.75,85,32.549685
413.1,75,32.67668
449.0,76,32.807679
481.75,102,32.986353
461.0,77,33.111353
495.4,81,33.242348
487.0,90,33.400353
467.45,87,33.565358
478.1,84,33.699354
447.0,86,33.835354
500.0,73,33.958353
468.0,74,34.094353
447.0,74,34.209349
438.95,81,34.331366
429.8,75,34.475353
466.7,88,34.640355
408.0,80,34.760358
394.15,72,34.868353
479.8,92,35.030353
472.05,91,35.192351
292.0,89,35.330357
315.35,85,35.464352
389.0,91,35.789376
346.75,146,36.018348
449.35,72,36.14487
425.4,61,36.243869
434.35,105,36.434868
466.15,56,36.525872
463.6,99,36.708869
472.05,98,36.858872
463.15,78,37.011869
434.1,92,37.164867
422.7,76,37.293865
437.05,87,37.430872
472.2,82,37.567866
379.4,100,37.757871
410.95,103,37.921869
419.35,66,38.021873
390.45,97,38.194868
398.4,83,38.345869
437.2,83,38.474874
382.55,106,38.64887
412.55,84,38.819872
466.4,86,38.978044
461.65,89,39.119051
487.0,92,39.262048
435.45,80,39.409044
408.9,95,39.565045
436.5,104,39.734047
448.95,64,39.837043
449.5,89,40.005047
336.8,141,40.240043
402.45,77,40.368039
369.9,97,40.524043
405.7,63,40.653044
455.8,80,40.789042
452.75,79,40.921042
474.65,99,41.087041
409.7,127,41.308043
426.55,90,41.469039
394.0,122,41.676043
425.25,83,41.799043
372.0,97,42.121493
486.3,74,42.243491
396.5,88,42.38349
439.7,80,42.514491
382.65,145,42.775499
448.8,65,42.88549
389.2,76,43.007491
376.75,120,43.194494
421.75,77,43.32849
399.5,73,43.45549
476.55,84,43.607492
486.35,68,43.716498
408.75,93,43.87849
405.75,110,44.069491
375.1,164,44.332488
431.75,92,44.482491
474.2,62,44.621486
384.9,118,44.800485
467.05,78,44.931538
394.05,125,45.142593
417.45,99,45.335589
419.9,86,45.484585
374.2,77,45.61059
460.95,81,45.755591
411.75,96,45.954597
435.7,102,46.145589
402.35,99,46.309586
429.05,71,46.42759
348.6,147,46.694591
416.05,100,46.859592
369.05,96,47.074585
478.55,72,47.2446
463.5,108,47.513592
442.65,85,47.85059
388.4,91,48.022604
423.95,63,48.130105
459.05,71,48.460109
355.4,73,48.602105
375.85,114,48.785104
380.4,118,48.982105
364.75,81,49.123111
361.05,86,49.25711
