#{"t_start": 1785072385.13933, "env_id": "None"}
r,l,t
-201.2,70,0.193999
-145.1,77,0.428998
-301.95,95,0.684998
-138.3,70,1.614434
-274.15,101,1.909433
-256.5,92,2.206435
-144.95,86,2.918449
-145.05,87,3.080436
-154.4,81,3.221477
-248.3,85,3.753434
-56.1,89,3.898433
-202.2,75,3.982599
-111.95,84,4.735401
-289.05,79,4.871402
9.75,81,4.964427
-115.45,81,5.548397
-17.95,70,5.677419
-36.65,86,5.830392
-92.5,72,6.407405
-60.95,87,6.548401
-89.85,88,6.665396
-207.25,69,7.125645
42.75,69,7.237648
0.6,93,7.361663
-134.0,105,7.852648
79.15,87,7.987648
-7.6,89,8.103644
189.75,91,8.569496
-22.35,87,8.733498
51.0,84,8.830499
41.8,84,9.307498
-12.35,95,9.447498
-19.1,71,9.528508
43.65,82,10.000583
36.7,77,10.120633
56.7,97,10.236645
23.95,97,10.740637
47.7,108,10.893643
63.25,67,10.967633
102.35,109,11.494632
113.6,74,11.603634
88.35,75,11.695642
-8.3,78,12.153633
101.0,85,12.286633
66.35,84,12.378633
177.8,89,12.845633
128.35,101,12.989633
99.7,90,13.084634
13.15,79,13.541153
97.8,73,13.651153
149.85,89,13.748153
53.2,93,14.228153
18.45,76,14.339152
165.25,78,14.434154
143.9,77,15.022153
98.35,94,15.160151
162.1,76,15.248153
178.6,115,15.756152
176.75,71,15.862155
189.65,108,16.04049
140.4,72,16.521504
100.6,66,16.622491
86.1,83,16.727494
77.2,81,17.19849
190.1,83,17.317492
159.1,89,17.424492
115.8,87,17.886488
112.95,86,18.018491
199.65,70,18.10051
80.45,75,18.551491
186.45,95,18.69649
119.85,96,18.811502
82.25,80,19.268023
163.5,70,19.368023
161.15,70,19.462023
179.5,79,19.544024
150.55,73,19.990023
48.45,69,20.095034
180.75,72,20.176046
165.8,91,20.637024
251.25,71,20.751023
87.85,113,20.886024
208.4,64,21.341024
108.55,68,21.444022
176.15,86,21.551023
207.65,90,22.019157
352.7,67,22.121212
222.5,82,22.232216
157.8,93,22.330213
159.5,99,22.821211
120.15,75,22.941213
219.35,88,23.432214
211.35,78,23.593216
286.55,75,23.746214
244.3,91,23.929214
261.2,71,24.432212
189.9,118,24.604213
144.25,108,25.237734
218.95,67,25.335733
78.1,67,25.420732
186.9,78,25.51873
220.45,95,26.005732
220.05,77,26.110733
187.3,81,26.205733
233.35,90,26.699732
296.5,67,26.797733
166.9,88,26.888732
99.55,91,27.363733
205.15,82,27.476735
282.5,68,27.552733
177.05,72,27.988251
207.25,70,28.095852
113.65,88,28.203855
197.8,92,28.661855
294.8,87,28.794843
254.5,71,28.878844
192.35,92,29.347843
271.65,95,29.484845
190.85,87,29.583841
229.75,74,30.014845
302.6,84,30.136847
232.2,98,30.254843
240.3,78,30.718843
235.85,78,30.834843
354.65,83,30.944849
288.75,84,31.39137
211.75,82,31.513405
194.0,70,31.619374
188.75,71,31.693375
298.1,76,32.155375
212.05,80,32.280373
279.4,77,32.363375
228.9,88,32.847371
275.4,79,32.963373
260.15,92,33.073385
328.4,74,33.529375
263.1,72,33.642374
232.85,96,33.750371
302.4,79,34.191604
248.6,66,34.290608
196.1,84,34.397617
283.5,81,34.828604
258.75,94,34.981605
253.8,78,35.076606
247.7,66,35.156618
163.4,71,35.603605
278.35,81,35.733605
294.6,71,35.811617
268.3,65,36.386603
172.1,78,36.502605
282.95,73,36.596612
302.4,126,37.107605
357.35,78,37.223129
273.8,80,37.330129
332.35,63,37.735128
309.75,83,37.864128
265.0,82,37.97013
250.1,105,38.444126
244.7,64,38.539129
274.15,77,38.642139
279.6,83,38.730142
233.45,83,39.234128
262.9,75,39.345128
208.55,89,39.45013
270.75,73,39.890128
316.1,77,40.004128
200.35,90,40.108536
322.3,61,40.518533
305.05,81,40.639535
287.5,73,40.745537
275.75,104,41.218537
295.8,73,41.325535
283.25,71,41.421537
188.8,94,41.894539
304.7,87,42.019535
218.1,78,42.125536
279.0,68,42.198539
316.05,72,42.667537
206.25,76,42.789538
225.7,76,42.925536
292.0,64,43.46006
285.7,82,43.606076
239.95,76,43.742057
361.1,64,43.854059
326.05,82,44.368059
280.4,86,44.551059
328.4,83,44.715056
163.55,100,45.288055
261.95,71,45.415063
218.05,65,45.533061
252.0,88,46.054138
375.75,84,46.179191
258.15,71,46.258198
264.05,90,46.887187
349.65,78,47.0122
277.7,76,47.102187
384.5,105,47.597188
350.5,92,47.736187
174.8,73,47.820188
290.4,77,48.268188
355.9,78,48.383187
230.35,84,48.489187
356.35,83,48.933187
335.5,79,49.055185
309.5,97,49.176188
290.7,101,49.639708
316.05,70,49.746708
304.2,65,49.830708
282.8,68,49.903708
295.2,105,50.397707
345.4,83,50.507719
329.2,87,50.607709
283.1,80,51.090708
323.1,98,51.219716
320.15,91,51.66071
336.6,78,51.778717
325.8,93,51.897709
299.5,102,52.393272
366.1,80,52.51227
226.55,74,52.60128
376.5,71,52.747271
276.55,79,53.30727
305.2,94,53.429271
234.35,93,53.917269
337.5,99,54.059268
340.1,83,54.16227
269.9,84,54.637272
370.3,93,54.773269
273.95,92,54.883271
315.75,94,55.352787
411.05,89,55.479801
369.55,63,55.550787
314.05,81,56.016784
425.85,79,56.132788
338.3,74,56.230787
333.8,77,56.313788
308.25,85,56.788788
314.75,87,56.903787
327.75,89,57.017786
362.05,81,57.620784
381.7,82,57.733788
268.15,82,57.822788
270.25,70,58.278291
301.75,92,58.410297
326.65,108,58.522292
310.2,85,59.006293
344.6,101,59.139302
367.85,75,59.565293
291.85,59,59.654291
302.2,91,59.788292
366.1,66,59.8613
378.45,83,60.364301
351.8,77,60.490291
326.45,79,60.577293
345.55,77,61.035314
339.55,81,61.167296
341.6,93,61.286818
351.15,78,61.749818
344.3,67,61.856818
416.15,93,61.973815
256.05,70,62.066831
270.7,79,62.533817
403.8,75,62.641818
413.4,67,62.71383
362.3,71,63.152817
346.75,82,63.271817
309.65,72,63.368818
358.85,84,63.814818
260.55,91,63.955817
381.3,71,64.041819
401.2,67,64.115435
344.8,77,64.566487
352.75,79,64.681487
394.9,74,64.757489
332.95,66,65.210488
373.85,74,65.332485
362.5,84,65.436489
327.1,88,65.902486
414.2,91,66.041486
410.25,94,66.151488
411.8,76,66.588486
405.75,86,66.713489
399.8,68,66.800487
357.7,89,67.283008
349.05,92,67.419006
359.8,87,67.52501
377.15,95,68.13101
344.3,94,68.271009
401.95,80,68.363009
399.35,78,68.80401
407.05,94,68.940006
429.15,86,69.047022
387.55,82,69.50301
375.9,69,69.605009
391.4,68,69.695015
296.55,69,69.775009
319.3,91,70.253555
367.65,70,70.36055
402.55,96,70.459553
341.5,70,70.901549
312.8,108,71.052552
381.9,92,71.149554
322.65,86,71.627554
409.0,89,71.747553
351.15,97,72.362553
363.6,89,72.494553
366.1,68,72.584563
331.7,87,72.682555
288.65,96,73.169552
430.45,79,73.272072
334.4,98,73.729074
261.15,68,73.830083
405.3,86,73.944072
394.1,89,74.045072
382.0,88,74.528074
367.4,76,74.630085
381.85,102,75.085071
306.5,73,75.199074
396.55,77,75.301071
375.5,78,75.383072
381.2,70,75.857071
331.05,77,75.97107
394.15,63,76.043071
379.1,71,76.475198
384.5,77,76.590198
338.15,69,76.689198
370.0,64,76.758198
374.55,97,77.248197
452.1,85,77.370199
382.55,70,77.443199
391.45,92,77.901198
353.95,85,78.026197
443.55,98,78.130199
381.6,95,78.611197
381.65,81,78.724199
405.1,70,78.809198
360.2,85,79.408716
345.35,100,79.549716
362.85,94,79.648717
365.55,101,80.137716
371.5,67,80.234717
365.0,73,80.311716
368.7,67,80.769719
287.95,89,80.904716
334.95,67,80.976717
431.1,54,81.036724
448.2,80,81.506716
297.6,66,81.602718
359.0,95,81.704718
388.85,85,82.187793
444.75,78,82.303846
378.55,76,82.385846
364.25,63,82.817845
407.7,73,82.923846
324.45,84,83.039845
303.9,73,83.117844
368.7,72,83.698847
431.75,102,83.902847
398.65,88,84.438847
368.7,93,84.587849
409.0,95,84.705844
378.7,84,85.190844
420.7,102,85.342366
374.5,83,85.441364
469.4,67,85.881366
394.05,99,86.030375
315.05,93,86.135364
399.95,66,86.562367
380.85,88,86.68937
