#{"t_start": 1785073045.0742836, "env_id": "None"}
r,l,t
-353.65,76,0.117992
-182.9,87,0.221993
-240.2,71,0.294989
-264.05,89,0.777994
-156.15,90,0.883998
-153.85,78,0.96
-196.1,88,1.359993
-194.4,85,1.461179
-180.05,77,1.547178
-197.1,89,2.075178
-215.05,91,2.18118
-295.85,93,2.274181
-137.85,91,2.681181
-173.7,90,2.781179
-132.0,77,2.864173
-107.35,97,3.268182
-331.65,91,3.376186
-141.05,91,3.755182
-144.55,99,3.870178
-186.9,93,3.975179
-212.95,91,4.367338
-99.75,73,4.458333
6.25,80,4.564334
-115.5,79,4.933329
28.75,76,5.022338
-170.8,72,5.11434
-201.65,71,5.186329
-12.45,89,5.551337
-47.45,88,5.656336
-17.45,93,5.755336
5.5,74,6.122333
86.75,91,6.239338
156.85,76,6.315332
-13.75,66,6.704334
86.65,82,6.79333
10.4,88,6.901331
113.15,79,7.288335
85.75,74,7.373328
51.85,88,7.468819
13.9,86,7.845814
-22.8,79,7.94082
-14.5,89,8.043817
68.5,108,8.453814
-112.4,104,8.581819
17.55,81,8.662817
38.1,95,9.066819
-57.9,94,9.168816
53.1,99,9.562816
119.45,80,9.656814
68.35,95,9.767819
159.0,73,10.123819
92.9,67,10.20482
34.85,97,10.323913
111.0,74,10.401661
183.0,76,10.922638
106.4,87,11.034637
96.5,74,11.111633
102.85,91,11.501634
130.8,100,11.623638
151.1,74,11.699633
-3.3,76,12.089633
155.75,105,12.213638
116.6,79,12.298634
137.3,102,12.699634
98.5,85,12.796634
138.2,86,12.888637
134.8,84,13.278634
93.0,88,13.38563
239.95,73,13.470164
235.9,85,13.843167
152.65,106,13.964168
226.75,78,14.048162
210.45,75,14.426165
184.85,63,14.500168
88.25,87,14.594164
200.2,87,14.979169
166.45,94,15.086164
143.75,80,15.175168
209.15,79,15.545167
91.2,70,15.632173
131.7,62,15.711163
123.45,76,16.073164
132.75,64,16.156165
175.55,88,16.266171
-2.2,94,16.365281
133.25,71,16.743279
133.65,80,16.833277
199.9,75,16.930275
169.95,87,17.308309
228.9,101,17.421279
169.25,94,17.521322
165.5,78,17.901284
176.4,92,18.012284
146.85,85,18.101283
190.75,97,18.501278
234.5,77,18.589279
170.4,108,18.99628
173.35,90,19.108285
230.15,85,19.203284
125.85,81,19.583471
139.45,93,19.686474
267.5,93,19.788473
213.2,83,20.290468
90.0,79,20.391476
124.35,95,20.494474
135.75,72,20.865473
192.75,98,20.973478
306.9,88,21.078478
258.85,80,21.45047
166.7,67,21.539473
144.35,83,21.648469
233.25,72,21.720469
207.0,105,22.159472
207.95,69,22.234471
243.2,72,22.30848
180.45,81,22.685214
192.25,68,22.765211
157.9,77,22.84921
119.1,68,23.21821
222.0,77,23.318208
266.05,80,23.409213
145.25,86,23.990225
187.7,59,24.085212
227.45,93,24.217206
270.95,69,24.287206
146.6,79,24.687208
215.8,79,24.787215
163.7,86,24.880207
88.2,80,25.26621
264.2,73,25.365209
116.5,74,25.498697
132.25,66,25.619695
252.3,98,26.229693
243.65,78,26.313704
225.45,66,26.387713
263.4,72,26.777696
240.5,101,26.9167
146.8,89,27.0057
228.1,87,27.397695
228.95,62,27.483695
219.1,83,27.568699
217.2,87,27.965695
192.45,103,28.0867
267.7,92,28.174699
209.4,86,28.578699
237.0,84,28.674695
272.05,86,28.755694
217.35,87,29.149698
266.85,80,29.2377
203.5,65,29.312721
117.0,80,29.711699
252.1,70,29.79869
165.05,82,29.885691
246.1,102,30.41369
209.75,66,30.494695
191.65,71,30.599695
215.6,74,31.045696
148.45,85,31.150699
280.4,88,31.256696
236.6,109,31.668694
252.25,78,31.767691
191.6,87,31.865699
239.6,92,32.25369
186.05,79,32.359704
230.45,66,32.439699
269.85,79,32.518692
202.05,81,32.91186
276.4,86,33.010859
213.6,82,33.092858
155.45,71,33.466853
302.85,84,33.559855
198.5,71,33.634851
230.3,77,34.008853
94.9,74,34.098851
118.9,70,34.178852
221.3,97,34.58086
239.45,74,34.668859
176.05,81,34.765861
174.4,67,34.837853
204.4,81,35.23386
210.1,97,35.34686
228.0,73,35.432855
180.5,71,35.807851
205.25,59,35.883861
212.7,82,35.979981
285.5,81,36.337982
255.85,78,36.450984
277.25,92,36.554988
281.0,84,36.945984
311.6,79,37.048981
274.4,79,37.145984
175.8,69,37.220984
248.95,108,37.642982
197.1,93,37.743989
247.05,82,38.113981
297.15,87,38.216981
276.4,93,38.316989
149.0,85,38.838508
312.75,71,38.923711
280.35,77,39.011708
269.75,67,39.080708
222.9,75,39.467708
300.0,95,39.572713
243.85,67,39.64871
327.75,83,40.016708
318.0,67,40.089711
265.05,79,40.189712
302.4,83,40.556712
274.5,60,40.635706
273.85,95,40.746708
142.45,78,40.825712
315.65,70,41.196708
275.1,59,41.275711
335.65,87,41.369709
328.95,94,41.796707
302.4,89,41.894709
302.55,67,41.982231
302.4,65,42.33924
243.85,82,42.433239
178.4,96,42.545235
420.7,88,42.918238
342.7,70,43.008234
295.55,79,43.098235
284.8,73,43.17023
306.45,77,43.54624
262.1,81,43.637239
232.95,85,43.719234
252.5,77,44.077236
273.15,87,44.174239
275.05,82,44.265235
265.9,85,44.654238
310.3,82,44.750233
314.75,76,44.832276
251.25,63,45.186398
293.75,84,45.2934
347.1,85,45.387401
356.9,83,45.7734
261.45,99,45.889395
270.55,90,45.995405
327.1,84,46.363397
200.65,80,46.453401
311.5,85,46.558405
242.1,81,46.9364
226.35,78,47.02742
264.5,95,47.146398
243.4,104,47.7234
223.75,78,47.820404
330.35,97,47.931405
268.5,89,48.312918
