#{"t_start": 1785072099.3331487, "env_id": "None"}
r,l,t
-206.55,92,0.180001
-270.45,80,0.279996
-233.45,98,0.766004
-62.1,75,0.896007
-307.6,82,1.047248
-273.25,82,1.199315
-207.5,73,1.68632
-313.35,77,1.798314
-260.2,74,1.882316
-244.9,75,2.347323
-191.95,83,2.475315
-159.0,85,2.580315
-118.3,85,3.048342
-287.45,77,3.16831
-211.05,99,3.285316
-198.85,78,3.751315
-218.1,91,3.888316
-101.15,78,3.978325
-177.25,69,4.429839
-172.5,81,4.555846
-320.6,79,4.665849
-274.6,80,5.105848
-147.65,119,5.291836
-227.05,83,5.404839
-203.05,72,5.851838
-124.2,104,6.024833
-117.1,79,6.125838
-257.8,75,6.740832
-287.9,76,6.861855
-252.55,95,6.979846
-276.4,80,7.446965
-124.15,71,7.558965
-96.45,77,7.664963
-212.45,77,7.749968
-192.7,76,8.216974
-83.75,76,8.331968
-247.3,76,8.418968
-278.2,86,8.899976
-215.9,82,9.024965
-60.9,64,9.099968
-196.75,87,9.726975
-147.75,83,9.87296
-143.85,82,10.005977
-92.65,80,10.576518
-72.4,83,10.705522
-276.8,76,10.806539
-140.8,76,10.894504
-98.2,88,11.397514
-210.25,81,11.521507
-115.1,77,11.61451
-159.75,72,12.066516
-199.05,97,12.206549
-152.25,102,12.320519
-98.85,79,12.813511
55.35,89,12.936509
-184.85,78,13.024035
-282.05,89,13.510667
-61.25,69,13.622671
-214.55,77,13.710671
-154.2,85,14.188672
-136.6,68,14.297671
-92.5,93,14.405672
-182.7,77,15.032678
-88.7,73,15.145666
-66.15,78,15.253672
-163.45,80,15.848672
12.25,92,15.991666
-202.55,78,16.116675
-80.6,83,16.583915
-261.2,100,16.736908
-188.1,86,16.913902
51.9,73,17.416912
-119.05,90,17.553922
7.6,88,17.666914
-182.55,82,18.127905
-46.1,73,18.240904
-91.2,69,18.337909
-47.65,92,18.451924
-206.15,84,18.944907
-75.25,89,19.073951
-183.3,106,19.552043
-120.85,86,19.684062
-78.6,77,19.785044
-169.4,108,20.268051
-130.25,66,20.370056
-179.35,92,20.49904
-197.4,67,20.584051
-135.4,91,21.118034
-181.1,88,21.229045
-136.65,88,21.687042
-85.0,98,21.840042
-90.05,90,21.95405
-127.45,76,22.404617
-207.9,69,22.513603
-2.4,85,22.628594
-213.25,76,22.723594
-109.9,79,23.209584
-141.75,83,23.330605
-76.0,79,23.417588
-19.95,75,23.877578
-24.5,81,24.0026
-202.4,78,24.092588
-11.05,68,24.538595
-173.7,74,24.652596
-105.9,73,24.751589
-101.8,78,24.849591
-135.75,83,25.350368
62.3,63,25.446352
-139.9,96,25.567362
-98.9,84,26.043336
-90.45,94,26.185348
-80.8,78,26.271364
-96.1,81,26.889345
-26.15,86,27.021353
-128.8,89,27.119346
-79.0,74,27.60035
-61.6,94,27.739358
-71.45,77,27.830345
68.85,84,28.308902
53.85,90,28.440906
-101.5,81,28.540905
-70.25,69,28.988913
-51.4,82,29.121897
49.4,80,29.216907
-61.05,73,29.660907
-27.35,70,29.768898
-192.4,70,29.869897
-63.0,78,29.959899
57.85,101,30.452907
33.3,77,30.575897
-13.05,106,30.700891
-28.15,63,31.176113
-59.55,82,31.294122
62.4,78,31.383116
-107.7,78,31.845127
-73.45,92,31.985115
15.5,76,32.075111
67.0,83,32.543113
58.55,81,32.670112
9.65,92,32.848113
83.1,79,33.435112
-9.45,64,33.537125
26.95,73,33.674109
-87.6,79,33.831139
-1.2,79,34.352652
34.2,79,34.493657
55.65,83,34.64465
75.65,90,35.154658
25.5,71,35.260656
25.0,91,35.364664
-52.5,78,35.843647
-68.8,75,35.961656
6.15,89,36.069664
-75.15,65,36.545656
-118.25,95,36.69265
-30.3,80,36.787656
