#{"t_start": 1785073542.2785797, "env_id": "None"}
r,l,t
-147.35,83,0.271997
-206.3,92,0.557995
-176.4,68,0.754992
-172.85,89,1.105999
-123.1,72,1.304993
-64.45,63,1.478996
-105.1,73,1.686999
-125.85,61,1.856997
-105.35,64,2.02298
2.85,75,2.221499
-96.2,88,2.463499
-138.8,63,2.6505
-2.65,76,2.846499
89.85,85,3.093501
49.1,75,3.291499
124.9,74,3.499499
-56.5,80,3.773508
64.55,87,4.0235
164.3,84,4.246499
121.85,81,4.478502
142.5,86,4.7105
93.0,84,4.931556
133.6,69,5.11862
49.8,85,5.334602
178.2,101,5.613595
197.55,90,5.866595
131.55,111,6.164595
113.25,97,6.51361
132.5,75,6.787598
174.15,76,7.004594
160.4,84,7.251595
174.05,90,7.517595
143.5,92,7.766594
201.1,60,7.927596
197.7,72,8.120099
279.95,72,8.319096
137.65,87,8.542096
198.3,75,8.762094
224.7,95,9.117095
166.3,75,9.325095
223.55,76,9.534095
131.8,78,9.748099
228.85,82,9.962095
285.25,75,10.179099
190.8,73,10.376095
294.9,64,10.563093
235.0,82,10.779094
189.6,79,10.9992
157.35,60,11.1592
261.0,93,11.407198
256.7,104,11.6972
253.0,69,11.8852
230.75,90,12.124199
240.0,89,12.360211
199.35,88,12.607199
322.4,83,12.821199
216.1,67,13.027203
248.85,80,13.241199
250.85,91,13.482198
274.55,103,13.759199
329.7,75,13.958199
148.65,74,14.162734
316.1,85,14.405735
223.65,79,14.617733
327.1,82,14.835732
287.6,92,15.094734
300.1,75,15.295733
295.0,73,15.488732
297.9,88,15.749734
247.65,78,15.955734
228.25,93,16.198734
309.25,76,16.400735
305.0,83,16.628737
338.5,70,16.814737
251.7,78,17.146869
287.0,79,17.350869
309.25,69,17.538872
339.55,86,17.79387
353.75,69,17.991868
333.25,74,18.191871
389.0,88,18.436875
346.0,76,18.64887
329.7,83,18.868869
318.0,84,19.088868
383.0,99,19.351869
328.55,75,19.547868
343.65,87,19.789869
322.0,99,20.057365
348.1,87,20.291363
360.8,78,20.506364
331.0,65,20.682373
315.1,70,20.872368
383.0,95,21.122363
337.6,92,21.386363
342.7,74,21.604365
329.7,106,21.897361
435.1,79,22.111363
308.75,75,22.316362
327.25,80,22.545366
396.0,92,22.812362
394.7,76,23.018519
367.65,81,23.233518
376.1,80,23.449518
342.65,72,23.644517
384.55,92,23.887522
435.0,75,24.105518
430.4,69,24.291518
416.6,89,24.526518
396.0,85,24.765517
417.4,72,24.980519
404.55,86,25.211516
430.35,69,25.414517
365.2,74,25.756518
395.8,63,25.926519
474.0,72,26.13505
399.95,64,26.30805
355.35,65,26.480052
461.0,85,26.707051
474.0,76,26.928052
435.0,92,27.165051
464.55,94,27.41205
408.5,75,27.610053
430.4,88,27.875048
408.65,84,28.09005
408.5,85,28.340051
381.95,79,28.543051
387.1,84,28.773055
433.7,72,28.973089
425.8,89,29.21216
443.7,96,29.46516
421.5,63,29.646159
474.0,89,29.890161
443.4,66,30.061161
456.05,77,30.262159
400.1,88,30.510159
452.1,75,30.71016
482.7,81,30.94916
377.4,81,31.166162
390.85,61,31.334159
446.7,93,31.579162
433.7,102,31.85516
425.95,90,32.096096
435.0,85,32.337616
429.9,80,32.548617
461.0,77,32.747617
404.4,77,32.956613
491.1,77,33.172621
461.0,69,33.365616
461.0,80,33.575616
451.95,68,33.774637
438.75,71,33.962615
452.1,68,34.207621
448.0,70,34.458614
460.65,71,34.653617
474.0,93,34.893615
460.5,83,35.13479
417.2,91,35.382792
421.65,100,35.653791
413.1,68,35.830791
469.4,89,36.072796
469.4,80,36.305791
474.0,57,36.457791
448.0,85,36.707791
469.55,80,36.915791
430.2,73,37.119793
474.0,113,37.43779
439.1,75,37.632795
386.95,80,37.867792
426.1,74,38.066791
474.0,82,38.285199
430.55,97,38.535204
447.65,93,38.7942
421.65,75,38.991201
474.0,81,39.224201
482.4,96,39.4822
474.0,69,39.664201
460.65,81,39.8762
474.0,91,40.1152
487.0,111,40.4182
500.0,106,40.723212
477.75,72,40.9132
487.0,69,41.104316
477.95,84,41.326316
477.95,65,41.508318
478.1,63,41.665318
478.1,65,41.835317
429.7,87,42.099319
409.0,92,42.335316
474.0,79,42.545316
422.0,77,42.754319
447.65,75,43.070315
438.95,79,43.282318
456.55,82,43.516316
425.75,72,43.711317
495.4,93,43.959316
469.05,76,44.158834
491.1,75,44.360833
486.65,79,44.565838
482.55,75,44.782834
443.55,87,45.006835
408.65,70,45.195833
416.55,82,45.409834
456.55,79,45.617835
460.65,81,45.835836
464.6,65,46.019851
474.0,77,46.250837
482.05,74,46.445834
473.5,87,46.673833
456.7,95,46.927833
451.95,74,47.130939
477.95,61,47.294938
487.0,86,47.532941
500.0,92,47.778941
495.55,109,48.067939
478.25,114,48.38094
464.8,76,48.576938
495.4,76,48.797939
421.65,87,49.024942
460.65,108,49.311941
448.0,77,49.51194
469.4,82,49.733939
447.65,112,50.036941
422.0,80,50.270473
477.8,77,50.477471
434.65,70,50.672473
464.6,77,50.87647
469.4,90,51.125469
473.5,92,51.366471
487.0,84,51.716471
482.55,59,51.87247
487.0,85,52.096469
487.0,84,52.31247
469.2,75,52.515471
500.0,97,52.788474
464.75,80,53.024655
474.0,67,53.205726
468.9,89,53.438726
469.4,89,53.677726
495.55,74,53.878727
491.1,81,54.08873
460.3,62,54.256726
482.4,109,54.563727
473.5,87,54.790727
456.55,85,55.015726
448.0,92,55.290727
