#{"t_start": 1785071864.156552, "env_id": "None"}
r,l,t
-164.55,83,0.315005
-210.05,80,0.506438
-190.8,73,0.69744
-156.15,78,0.855439
-230.4,84,1.030441
-396.7,77,1.169455
-222.05,73,1.35244
-252.1,82,1.56644
-144.6,69,1.661443
-334.1,71,1.736439
-258.5,68,1.81544
-276.2,87,1.908438
-214.75,84,1.998441
-146.4,78,2.25944
-208.7,81,2.415442
-175.05,86,2.567439
-157.15,72,2.68944
-192.3,107,2.812441
-306.95,85,2.922439
-380.0,72,3.260439
-85.4,84,3.495801
-223.45,94,3.598799
-322.35,82,3.6878
-63.25,82,3.799809
-102.35,94,3.995814
-155.95,81,4.2398
-133.6,72,4.392799
-292.15,81,4.581797
-165.95,73,4.749798
-197.55,80,4.930799
-305.85,97,5.1178
-297.6,84,5.353803
-146.35,90,5.500798
-208.6,92,5.619796
-145.45,98,5.724802
-333.85,84,5.840798
-55.5,80,5.933799
-85.6,78,6.134812
-203.85,78,6.256812
-170.9,108,6.3758
-86.05,85,6.478329
-214.55,91,6.58232
-240.8,85,6.66932
-243.95,90,6.89932
-388.85,82,7.018321
-195.5,76,7.099322
-250.5,85,7.191331
-344.65,93,7.29132
-22.0,82,7.378327
-290.45,89,7.613321
-199.45,80,7.725321
-201.5,88,7.818332
-347.45,85,7.90832
-117.5,84,7.997321
-157.95,77,8.090322
-70.95,68,8.416319
-214.65,91,8.583321
-246.45,90,8.681321
-189.15,107,8.796321
-39.85,67,8.881321
-192.05,80,8.981322
-260.15,67,9.15432
-150.15,81,9.278326
-168.15,65,9.360323
-215.0,87,9.462321
-165.75,80,9.54732
-190.25,73,9.638331
-122.5,80,9.72432
-222.55,77,9.942321
-175.35,81,10.069318
-149.3,68,10.153317
-247.7,99,10.25932
-187.15,94,10.36232
-137.45,85,10.45032
-38.0,81,10.675323
-242.35,77,10.799321
-317.95,77,10.888363
-169.65,90,10.984321
-223.15,108,11.098333
-184.5,72,11.17432
-123.95,97,11.405319
-254.0,88,11.529332
-211.25,91,11.62932
-203.25,72,11.70432
-34.05,107,11.83033
-278.6,85,11.94832
-113.75,79,12.16232
-311.3,82,12.295321
-140.1,94,12.39832
-99.6,77,12.48132
-286.7,78,12.564332
-140.6,71,12.640323
-235.35,82,12.861323
-206.55,93,12.99733
-182.35,69,13.07132
-151.15,88,13.163319
-74.4,65,13.233321
-134.45,72,13.314321
-322.35,90,13.51132
-220.5,82,13.641576
-177.4,80,13.744578
-73.95,94,13.842577
-101.45,92,13.95859
-117.8,82,14.041577
-185.0,66,14.115579
-147.8,67,14.309576
-94.9,84,14.442576
-276.6,92,14.664577
-231.05,83,14.763579
-174.5,72,14.840576
-285.0,88,14.937598
-129.4,75,15.157576
-99.1,90,15.29158
-133.9,68,15.367572
-84.75,95,15.4946
-174.75,75,15.575577
-267.15,70,15.650589
-100.2,82,15.854576
-79.5,67,15.980575
-185.0,87,16.096577
-227.9,73,16.172577
-194.15,79,16.260584
-139.7,98,16.362573
-289.45,73,16.442576
-232.4,81,16.66558
-72.9,93,16.797096
-273.8,90,16.898097
-65.9,79,16.983092
-212.9,92,17.105119
-279.8,88,17.200106
-133.95,82,17.408096
-184.6,72,17.515096
-318.05,78,17.622095
-127.9,78,17.706096
-71.4,90,17.803097
-185.5,88,17.898097
-138.3,82,18.104112
-93.7,86,18.237098
-188.75,73,18.314096
-126.1,85,18.405097
-150.0,79,18.488093
-37.85,93,18.595098
-110.8,69,18.774096
-195.9,71,18.887096
-92.45,99,19.016098
-152.0,119,19.156099
-244.15,64,19.233096
-60.1,83,19.321096
-53.3,82,19.516097
-111.45,79,19.642292
-167.7,83,19.750279
-175.6,83,19.844283
-207.3,87,19.93528
-180.85,90,20.04128
-99.2,83,20.25928
-107.15,96,20.407279
-139.0,78,20.49628
-69.05,90,20.596281
-193.55,75,20.685284
-162.1,84,20.80228
-194.65,70,20.879282
-139.35,82,21.23928
-219.2,84,21.355282
-61.75,88,21.45028
-26.1,81,21.538281
-116.1,84,21.626281
-162.6,91,21.735284
-181.55,71,21.94228
-225.45,81,22.055278
-210.15,79,22.138281
2.1,76,22.21828
-166.85,87,22.309279
-138.45,75,22.40128
-154.7,71,22.581292
-185.1,70,22.69428
-152.55,73,22.813623
-75.15,68,22.900617
-252.1,68,22.970619
-173.8,66,23.042628
-112.0,79,23.130621
-87.0,107,23.358619
-84.0,65,23.457619
-173.2,104,23.57662
-169.95,103,23.683619
-11.95,77,23.77062
-55.3,85,23.859615
-61.2,90,24.093621
-242.6,77,24.210623
-137.55,73,24.28762
-281.1,70,24.36362
-208.9,92,24.46462
-202.15,95,24.56862
-130.9,107,24.805619
-214.75,89,24.943639
-202.75,83,25.05462
-172.0,67,25.138618
-227.85,93,25.236629
-169.25,75,25.315619
3.8,84,25.520619
-72.0,69,25.63395
-145.3,85,25.733747
-83.15,73,25.830754
-143.35,79,25.917742
-91.85,73,26.007759
-84.2,72,26.091747
-151.55,72,26.282746
-165.5,88,26.414746
-64.65,80,26.515747
-163.25,86,26.614746
-156.75,108,26.725746
-88.6,105,26.840746
47.95,95,27.091746
-207.0,65,27.175756
-55.25,76,27.257747
-76.35,68,27.329747
-16.75,84,27.422757
18.25,79,27.504745
-65.7,73,27.838743
-17.05,85,27.96875
-120.2,94,28.083745
-161.5,99,28.187756
-104.55,90,28.289746
-46.6,63,28.359743
62.85,85,28.584747
-119.5,96,28.736756
-27.0,70,28.824299
-115.1,81,28.918287
-118.75,71,28.997314
-91.5,78,29.092287
10.25,69,29.165298
-23.75,79,29.397297
-102.3,83,29.508287
-183.5,70,29.583287
-42.1,90,29.681283
-99.5,71,29.759287
13.65,72,29.848287
-6.9,75,30.029287
-77.6,91,30.171285
-61.5,95,30.302288
30.1,75,30.396285
-57.15,87,30.503287
-72.25,83,30.590291
-157.0,89,30.819288
-19.15,68,30.933288
-119.7,92,31.048288
-92.25,103,31.153286
-16.8,87,31.246283
-16.45,93,31.353287
-129.35,64,31.533285
-78.5,71,31.645442
-77.75,71,31.739499
-152.45,74,31.831496
-145.05,74,31.907496
37.45,73,32.025496
-121.85,76,32.135498
-94.5,95,32.361495
-150.7,64,32.459498
-31.6,76,32.551497
18.4,65,32.624499
-83.9,79,32.707496
-93.65,92,32.804499
-78.35,70,32.877504
-137.2,82,33.096504
-133.4,90,33.225498
-150.1,96,33.329509
-98.75,90,33.421497
-52.9,87,33.515498
-36.65,71,33.597497
-172.7,89,33.817499
-163.5,70,33.918497
-8.15,82,34.035498
-141.0,78,34.133508
-47.1,91,34.334496
61.25,68,34.424513
-119.4,69,34.6155
-4.9,77,34.733497
4.8,64,34.819015
-100.15,74,34.900015
-27.0,86,34.993016
-16.05,66,35.069026
15.45,87,35.169015
-96.9,90,35.409016
-39.7,91,35.555015
-28.45,76,35.668015
64.55,72,35.758028
-82.1,65,35.852015
-22.15,84,35.939016
-32.05,68,36.011027
33.05,66,36.213014
-231.1,88,36.340014
20.6,96,36.440016
-81.05,70,36.517026
-51.6,81,36.602029
-10.5,94,36.708026
-58.6,89,36.934015
-93.05,67,37.038016
-5.05,71,37.139014
-150.25,97,37.241016
-93.9,71,37.326016
-68.15,71,37.402016
-73.65,79,37.582019
-155.65,69,37.699181
84.05,78,37.812183
-110.1,71,37.88618
33.15,89,37.983181
29.5,95,38.090179
-28.75,96,38.20119
106.2,78,38.41518
-69.15,79,38.522192
-52.45,72,38.59919
-62.05,76,38.695181
-78.7,72,38.774182
-75.8,78,38.864191
0.15,69,38.93618
-159.2,92,39.190182
-30.1,76,39.284178
-78.85,95,39.391183
-145.2,95,39.495198
5.55,82,39.58118
-150.85,85,39.77218
-32.0,89,39.923181
-74.65,65,40.029189
-58.5,74,40.117193
-30.4,75,40.207182
-149.55,83,40.315181
7.7,67,40.38518
61.85,77,40.58518
-60.15,89,40.771146
22.6,65,40.932664
-87.65,93,41.036663
33.9,71,41.116663
-98.4,83,41.205663
-101.9,96,41.418662
17.9,80,41.546674
22.7,67,41.631662
34.35,73,41.707663
32.85,81,41.798665
-53.3,61,41.868662
-58.55,72,41.94468
9.0,109,42.188662
-158.5,65,42.288662
-120.4,76,42.398666
-108.45,84,42.487663
-73.0,113,42.612668
-56.55,71,42.686662
-122.55,80,42.885662
-55.5,67,42.991662
-75.85,71,43.085662
-1.1,98,43.207664
-13.45,94,43.309663
-161.15,83,43.405663
70.1,86,43.590662
-21.25,60,43.693401
49.05,59,43.782935
-203.65,81,43.870928
31.8,82,43.964924
71.7,109,44.081925
-158.6,95,44.207925
-29.05,91,44.442924
-17.7,76,44.548927
-120.8,100,44.652925
-85.5,80,44.749924
57.5,79,44.833925
12.35,85,44.923925
-208.15,98,45.166924
41.1,92,45.283924
-103.75,95,45.400934
64.25,74,45.478925
-54.9,94,45.582925
-29.95,85,45.774925
7.8,71,45.904925
-72.7,82,46.028926
-100.85,87,46.118925
46.45,68,46.192924
-55.8,74,46.285927
-80.65,76,46.36293
24.15,94,46.588925
-36.95,84,46.716924
-12.05,92,46.825458
-91.8,97,46.931446
-5.95,85,47.018446
-59.15,99,47.12946
9.45,78,47.430449
25.8,92,47.569446
-100.6,70,47.660447
101.0,79,47.750448
20.9,88,47.844452
31.3,76,47.931442
34.05,71,48.13845
-74.15,93,48.284457
-33.85,96,48.384447
-5.4,92,48.491446
47.15,77,48.573447
-112.0,89,48.676446
-12.25,81,48.887446
-90.2,79,49.003458
51.6,82,49.090447
43.75,91,49.208446
-14.2,78,49.293451
-48.55,76,49.375453
-45.65,60,49.545447
-81.15,61,49.649974
-55.9,85,49.765591
-10.1,83,49.858589
-43.55,90,49.953588
31.45,85,50.05059
-45.0,77,50.132589
-9.0,83,50.365613
56.45,83,50.485588
-24.2,66,50.56759
12.85,79,50.651599
-133.3,86,50.746588
-126.65,75,50.84059
-40.2,75,51.02559
-55.45,103,51.187589
64.2,98,51.2966
-63.45,74,51.376591
-53.45,67,51.446589
77.55,78,51.532589
-61.75,71,51.615589
40.9,93,51.841588
-128.75,75,51.95559
73.2,61,52.0206
-3.8,85,52.111601
1.4,90,52.214589
-64.2,86,52.308589
15.3,109,52.55759
88.6,87,52.683603
65.2,73,52.758645
-45.4,89,52.858115
38.2,79,52.945125
9.0,102,53.059121
39.25,75,53.287111
-52.95,85,53.413111
81.8,85,53.516111
49.8,83,53.603105
-18.9,78,53.688119
0.1,75,53.77511
-140.5,102,54.168108
-43.25,81,54.28811
66.55,82,54.381111
31.4,92,54.481109
-7.75,68,54.552109
5.85,75,54.633106
75.05,85,54.840108
20.15,104,54.991109
81.15,66,55.062113
68.9,86,55.167112
-35.55,79,55.25011
80.1,93,55.358113
-70.1,85,55.572109
136.85,72,55.686288
41.15,90,55.82135
-28.3,66,55.914351
39.65,80,56.00335
48.0,88,56.099351
16.55,83,56.29635
-8.0,70,56.413351
-34.2,80,56.52035
34.8,93,56.617349
-34.45,82,56.70335
24.3,80,56.806351
12.35,76,56.900353
78.4,84,57.11835
121.65,98,57.250351
104.9,83,57.352349
-13.55,70,57.44035
7.6,73,57.52035
-131.1,86,57.60835
88.5,71,57.799348
-76.2,69,57.91835
81.85,79,58.022355
-14.0,87,58.11035
18.5,87,58.207351
50.2,77,58.288351
29.35,88,58.504351
43.55,66,58.63535
-15.9,93,58.815878
52.15,56,58.949876
-51.4,67,59.074877
-9.9,75,59.174876
30.75,58,59.268872
25.05,82,59.394878
91.35,73,59.626879
100.3,89,59.75589
80.55,85,59.864875
59.1,86,59.952886
-31.35,84,60.059873
2.35,75,60.20688
108.45,78,60.559876
1.15,77,60.736876
32.05,99,60.844879
1.4,81,60.976877
-72.4,71,61.130877
-11.4,70,61.259878
73.8,101,61.486875
-24.3,94,61.631877
-48.55,89,61.746098
-6.5,55,61.808105
113.35,65,61.882095
88.5,84,61.970094
118.6,72,62.048106
-50.55,100,62.297108
-44.4,77,62.423097
101.85,85,62.514108
2.15,83,62.601099
80.4,74,62.681106
87.05,78,62.778095
22.75,88,63.006094
110.85,77,63.119095
73.9,96,63.218096
-33.4,69,63.301097
179.1,102,63.414096
88.8,71,63.488096
36.7,63,63.651094
16.9,90,63.795097
108.75,76,63.899108
41.2,62,63.966095
84.9,96,64.072097
33.6,78,64.154095
59.5,79,64.240097
109.25,74,64.534097
43.0,63,64.669099
-61.35,84,64.852557
31.1,80,65.00656
54.45,77,65.142566
-50.35,91,65.254557
22.9,81,65.47056
105.75,74,65.587569
-29.45,96,65.698558
48.55,91,65.822557
32.2,84,65.936558
80.75,108,66.054557
41.5,87,66.272557
33.2,82,66.392559
96.0,68,66.466557
13.8,76,66.562562
-94.3,79,66.644553
64.45,108,66.76156
63.25,64,66.938557
5.5,81,67.059556
-71.2,92,67.303557
13.4,80,67.39256
-14.45,90,67.491556
15.05,74,67.576581
118.5,81,67.766162
53.95,86,67.896171
36.85,101,68.022174
124.15,65,68.099192
82.55,85,68.193174
124.25,79,68.280177
62.6,70,68.354173
151.45,87,68.575173
22.95,72,68.691174
-23.3,97,68.808171
