#{"t_start": 1785074328.7779424, "env_id": "None"}
r,l,t
-52.6,73,0.204484
-176.25,89,0.456484
-235.2,81,0.614481
-191.55,78,0.751481
-266.2,66,0.84548
-217.2,87,1.006481
-193.65,78,1.162479
-342.65,83,1.283481
-223.2,88,1.400481
-214.35,86,1.520484
-287.75,79,1.627479
-278.0,77,1.73348
-253.85,115,1.885484
-142.85,74,1.994481
-39.8,88,2.09848
-140.15,78,2.208476
-284.8,103,2.345479
-266.85,97,2.489479
-151.45,83,2.630485
-224.5,93,2.74648
-193.2,72,2.843486
-138.85,93,2.964529
-170.1,88,3.074577
-167.9,84,3.182578
-148.35,86,3.304578
-204.65,81,3.413573
-111.2,102,3.549577
-120.0,71,3.638578
-226.8,77,3.733579
-130.45,75,3.83858
-235.55,93,3.964582
-216.95,90,4.086578
-142.55,88,4.200579
-266.6,75,4.310579
37.3,90,4.443577
-82.25,82,4.539578
-174.85,72,4.637578
-43.1,92,4.753577
-22.55,91,4.874573
-112.9,95,4.996578
61.5,80,5.099582
-156.8,69,5.18158
-144.4,92,5.323576
-136.35,99,5.461582
-232.95,79,5.568576
-139.2,74,5.665578
-145.3,78,5.770578
39.05,66,5.858577
31.2,76,5.961582
-188.35,118,6.112838
-125.35,83,6.224838
-195.4,70,6.315838
-180.2,68,6.416838
-172.5,78,6.521837
-173.5,78,6.62584
25.8,61,6.703838
-120.0,87,6.818838
-105.9,81,6.936838
-159.4,85,7.061838
-99.0,98,7.212838
-200.05,60,7.297839
-177.1,86,7.42184
-167.45,96,7.547838
-131.6,86,7.663844
-111.85,74,7.763842
-120.85,78,7.871838
-10.9,71,7.994952
-117.9,66,8.090837
-127.45,87,8.20684
-109.85,93,8.362839
4.3,76,8.504839
-217.35,68,8.646856
-157.55,75,8.769836
-241.3,72,8.879843
-117.15,79,8.991407
-79.4,79,9.096939
-62.65,75,9.188938
-155.95,81,9.294942
-40.2,100,9.446942
63.4,76,9.547939
-79.75,94,9.668942
-13.2,85,9.900941
93.25,94,10.018936
-217.6,71,10.119937
-136.8,80,10.229937
-125.65,76,10.339943
69.3,88,10.464939
-86.5,83,10.576939
-160.4,83,10.681942
-122.05,100,10.823939
-149.05,84,10.933939
53.85,86,11.043941
-156.1,71,11.137937
-55.5,91,11.273937
-60.75,91,11.399935
-63.05,96,11.524939
-19.0,74,11.621939
45.9,102,11.755938
-163.6,72,11.864933
-86.4,78,11.970937
-102.8,83,12.081938
53.25,93,12.208465
-27.5,100,12.338463
-103.4,76,12.449463
