#{"t_start": 1785071780.744419, "env_id": "None"}
r,l,t
-270.85,96,0.278001
-136.9,71,0.517001
-145.8,70,0.709001
-178.3,99,0.962012
-146.9,80,1.071009
-333.25,82,1.166
-365.3,94,1.377997
-346.35,88,1.49301
-176.9,69,1.568011
-353.25,101,1.795998
-251.1,94,1.916011
-173.25,66,1.986039
-123.05,72,2.146999
-178.95,82,2.275995
-275.2,82,2.364009
-160.9,76,2.52308
-229.5,108,2.687092
-160.85,80,2.7991
-182.05,70,2.950088
-199.15,87,3.082091
-301.75,76,3.162101
-229.75,90,3.347089
-173.05,85,3.480091
-305.7,85,3.5781
-265.8,90,3.76009
-213.95,86,3.899112
-173.25,67,3.971935
-124.85,99,4.170941
-283.5,93,4.316934
-245.95,112,4.431936
-234.85,75,4.595934
-135.75,81,4.715938
-222.6,82,4.813935
-261.55,72,4.986934
-307.95,94,5.130952
-266.35,69,5.206945
-90.0,77,5.368936
-360.45,71,5.480933
-226.15,98,5.591934
-245.35,97,5.769474
-256.75,64,5.884453
-108.8,66,5.964461
-223.25,75,6.043465
-132.7,88,6.355455
-178.25,84,6.480465
-73.4,83,6.568454
-220.4,88,6.797459
-352.05,70,6.942457
-197.1,83,7.044454
-110.25,64,7.191475
-112.35,76,7.306457
-93.4,72,7.404458
-146.0,71,7.489454
-209.0,88,7.678453
-238.4,82,7.785455
-319.2,76,7.871453
-189.6,92,8.075455
-69.6,86,8.188454
-232.2,88,8.281451
-210.05,75,8.469582
-57.45,88,8.595643
-166.2,76,8.675631
-136.5,84,8.913632
-158.5,74,9.022635
-241.6,67,9.129631
-240.25,83,9.288652
-145.5,66,9.38964
-240.35,79,9.49963
-154.1,79,9.64663
-151.75,72,9.756632
-175.6,67,9.852664
-98.75,81,9.954633
-241.1,93,10.151634
-217.1,77,10.266632
-310.25,80,10.354635
-194.6,97,10.53864
-201.25,82,10.661632
-227.35,86,10.760642
-97.9,75,10.918631
-77.75,95,11.067631
-215.5,70,11.144631
-174.1,88,11.312631
-188.0,93,11.453632
-202.4,88,11.564632
-100.5,79,11.882169
-203.15,98,12.031169
-261.65,88,12.132173
-88.7,85,12.302168
-312.0,90,12.454168
-109.45,104,12.579169
-164.25,77,12.747168
-68.65,67,12.845172
-109.5,78,12.943175
-264.8,87,13.119169
-118.25,90,13.257171
-182.8,73,13.387172
-211.95,85,13.561169
-191.55,92,13.695169
-75.5,70,13.771173
-205.5,87,13.936171
-119.3,77,14.072182
-100.05,82,14.164168
-269.0,88,14.323177
-65.75,78,14.443169
-58.25,103,14.569344
-47.7,80,14.727341
-87.45,73,14.838352
-228.9,82,14.937343
-216.8,81,15.119344
-130.45,95,15.271343
-209.95,74,15.360342
-169.6,91,15.527342
-90.35,103,15.679342
-140.7,73,15.761353
-192.95,94,15.937342
-148.0,70,16.05134
-197.3,93,16.185342
-43.15,95,16.354341
-174.3,74,16.466342
-267.95,98,16.591343
-250.9,82,16.762341
-189.3,82,16.887343
-184.9,75,16.975343
-127.7,78,17.132342
-200.4,69,17.293344
-56.05,81,17.438344
-251.15,69,17.51334
-191.75,76,17.679869
-230.95,79,17.798867
-195.8,82,17.889877
-150.5,75,18.040866
-76.45,69,18.145869
-165.1,81,18.257878
-155.2,85,18.408868
-30.65,79,18.526867
-129.7,75,18.625873
-77.65,91,18.748866
-177.15,86,18.94287
-92.55,71,19.051867
-184.45,73,19.140867
-227.8,92,19.339867
-170.55,82,19.463879
-150.35,88,19.555868
-161.5,85,19.730886
-320.65,90,19.867866
-32.2,91,19.964872
-109.45,83,20.148866
-107.8,101,20.294886
-127.5,70,20.380866
-195.4,83,20.559076
-255.7,87,20.678074
-90.9,81,20.761076
-308.35,79,20.940076
-133.65,89,21.071079
-151.2,97,21.173075
-131.85,85,21.366077
-100.4,89,21.495076
-232.05,96,21.682074
-93.1,98,21.902076
-168.3,80,22.003076
-117.5,75,22.090076
-249.65,99,22.301075
-122.9,69,22.399075
-106.0,88,22.501076
-178.5,76,22.673077
-118.4,77,22.777076
-99.15,91,22.885085
-161.05,87,23.216075
-126.15,75,23.325075
-189.1,106,23.454078
-77.05,84,23.642076
-11.9,80,23.763605
-174.9,96,23.931594
-114.7,102,24.096594
-140.4,80,24.192595
-76.8,79,24.391595
-191.95,69,24.533596
-107.25,77,24.635596
-205.3,78,24.717591
-295.2,103,24.917595
-92.6,70,25.016593
-143.3,82,25.100598
-15.8,95,25.309596
-89.6,78,25.418595
-17.3,102,25.5386
-158.4,87,25.729594
-201.15,81,25.836594
-112.1,74,25.916594
-174.9,72,26.086594
-79.5,85,26.219594
-97.7,83,26.310595
-300.3,75,26.460594
-153.3,70,26.578284
-49.85,75,26.665801
-147.25,70,26.748815
-63.3,92,26.951802
-135.7,106,27.100803
-249.9,71,27.250804
-75.7,87,27.394802
-177.45,91,27.500799
74.6,65,27.580803
-79.15,92,27.805804
-51.0,68,27.953819
-137.55,96,28.156816
-116.9,67,28.396807
-90.2,78,28.539824
-209.15,81,28.654803
-55.15,84,28.843803
-174.5,76,29.087807
-133.45,78,29.187807
-145.7,72,29.338813
-69.65,83,29.472814
-97.4,74,29.581805
-26.8,78,29.675324
-96.8,82,29.855324
-199.3,71,29.961331
-129.3,73,30.035326
-116.4,92,30.236321
-11.45,72,30.345325
-180.5,76,30.426325
-159.4,73,30.587325
-149.55,101,30.747324
-138.5,76,30.830324
-124.85,85,30.990331
10.4,87,31.128326
-21.95,59,31.216324
-193.35,91,31.381322
-230.2,83,31.507326
-231.7,88,31.625333
-31.55,71,31.711324
-143.3,81,31.901336
-154.95,90,32.014323
-61.45,105,32.204323
-152.8,77,32.324332
-12.0,69,32.415334
-129.9,77,32.496324
-96.25,85,32.68054
-233.2,74,32.785541
-139.8,69,32.862541
-17.1,87,33.030538
-124.25,91,33.171542
-104.5,71,33.262549
-82.55,82,33.428539
6.6,79,33.548536
