#{"t_start": 1785073400.1412852, "env_id": "None"}
r,l,t
-241.5,86,0.375002
-125.0,89,0.615996
-239.2,83,0.815014
-118.3,84,1.053
-251.15,95,1.277996
-70.8,81,1.500001
-187.8,95,1.723
-145.7,66,1.883
-258.15,88,2.094001
-100.9,88,2.301998
-152.4,124,2.621027
-287.25,69,2.802763
-272.45,72,2.976761
-242.2,78,3.16576
-135.6,63,3.322756
-229.75,80,3.520765
-183.7,92,3.745761
-371.1,99,3.998761
-193.05,66,4.161763
-207.7,87,4.352762
-136.4,90,4.559761
-332.05,102,4.80876
-245.5,91,5.02676
-80.2,78,5.234763
-199.65,92,5.454761
-250.15,67,5.616757
-18.55,84,5.820297
-229.25,93,6.071299
-128.7,97,6.299298
-99.1,67,6.490293
-146.4,73,6.663294
-139.25,68,6.832302
-88.65,73,7.003298
-154.0,85,7.209297
-126.55,93,7.446301
-184.55,84,7.752297
-179.55,67,7.930297
-179.9,80,8.115302
-200.8,67,8.269297
1.1,74,8.4473
-48.65,96,8.693443
-110.5,83,8.897446
-128.85,93,9.148445
-168.55,80,9.336451
-160.85,110,9.598444
-140.55,71,9.826438
6.4,93,10.071444
-119.7,76,10.297442
-106.05,90,10.529444
-192.25,95,10.939445
-231.15,89,11.324443
15.6,77,11.786986
-188.8,74,12.150984
-273.75,95,12.703988
-149.25,70,13.045696
-146.25,99,13.440302
-138.65,77,13.732192
-268.5,79,13.964664
-88.05,101,14.266297
-113.7,63,14.457035
-182.9,82,14.723621
-84.7,91,15.023281
-43.85,88,15.320988
-0.9,96,15.604943
-32.35,90,15.875953
-237.05,104,16.311859
-77.05,94,16.565447
-167.7,86,16.794508
-24.85,79,17.018593
-149.45,93,17.264192
-209.2,77,17.501259
-125.35,65,17.69433
-201.0,78,17.906951
-219.65,85,18.142546
-69.1,83,18.433162
-75.5,86,18.658221
-161.5,108,18.961836
24.05,74,19.156893
-30.1,76,19.361951
119.8,87,19.610028
-70.65,100,19.869615
-74.05,74,20.07468
-68.15,81,20.389296
-154.65,85,20.708131
-81.2,94,21.0823
-239.6,73,21.386936
